2011 USAU Northwest D-I College Women's CC,college-womens,23,4,2011
Eugene,OR,2011-04-23,2011-04-23
https://scorereport.net/2011/college-womens/event8598
Washington
b,r,e,a,k
Utah
b,r,e,a,k
Western Washington
b,r,e,a,k
Oregon State
b,r,e,a,k
British Columbia
b,r,e,a,k
Oregon
b,r,e,a,k
Washington-B
b,r,e,a,k
Victoria
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Championship Bracket
Washington,Utah,15,2,"04/23/2011, 09:00",Championship Bracket,final
Western Washington,Oregon State,15,6,"04/23/2011, 09:00",Championship Bracket,final
Oregon,Washington-B,15,0,"04/23/2011, 09:00",Championship Bracket,final
British Columbia,Victoria,15,0,"04/23/2011, 09:00",Championship Bracket,final
Washington,Western Washington,13,9,"04/23/2011, 11:00",Championship Bracket,final
British Columbia,Oregon,13,12,"04/23/2011, 11:00",Championship Bracket,final
Washington,British Columbia,13,12,"04/23/2011, 13:00",Championship Bracket,final
bracket,2nd Place
Oregon State,Utah,14,12,"04/23/2011, 11:00",2nd Place,final
Victoria,Washington-B,14,10,"04/23/2011, 11:00",2nd Place,final
Oregon,Oregon State,15,1,"04/23/2011, 13:00",2nd Place,final
Western Washington,Victoria,15,1,"04/23/2011, 13:00",2nd Place,final
Oregon,Western Washington,15,8,"04/23/2011, 15:00",2nd Place,final
Oregon,British Columbia,11,F,"04/23/2011, 17:00",2nd Place,final
bracket,7th Place
Utah,Washington-B,15,9,"04/23/2011, 13:00",7th Place,final
bracket,5th Place
Oregon State,Victoria,10,8,"04/23/2011, 15:00",5th Place,final
b,r,e,a,k
