2013 USAU South Central D-1 College Open Regionals,college-open,27,4,2013
Kansas City,MO,2013-04-27,2013-04-28
https://scorereport.net/2013/college-open/event12681
Texas
b,r,e,a,k
Central Arkansas
b,r,e,a,k
Colorado College
b,r,e,a,k
Washington University
b,r,e,a,k
North Texas
b,r,e,a,k
Oklahoma
b,r,e,a,k
Texas State
b,r,e,a,k
Texas-B
b,r,e,a,k
Colorado
b,r,e,a,k
Texas A & M
b,r,e,a,k
Baylor
b,r,e,a,k
Colorado State
b,r,e,a,k
Kansas
b,r,e,a,k
Missouri
b,r,e,a,k
Kansas State
b,r,e,a,k
St Louis
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Championship Bracket
Texas,Central Arkansas,15,6,"04/27/2013, 09:00",Championship Bracket,final
Colorado College,Washington University,15,10,"04/27/2013, 09:00",Championship Bracket,final
Oklahoma,Texas State,14,12,"04/27/2013, 09:00",Championship Bracket,final
North Texas,Texas-B,14,7,"04/27/2013, 09:00",Championship Bracket,final
Texas A & M,Baylor,15,11,"04/27/2013, 09:00",Championship Bracket,final
Colorado State,Kansas,14,11,"04/27/2013, 09:00",Championship Bracket,final
Missouri,Kansas State,15,8,"04/27/2013, 09:00",Championship Bracket,final
Colorado,St Louis,15,8,"04/27/2013, 09:00",Championship Bracket,final
Texas,Colorado College,15,13,"04/27/2013, 11:00",Championship Bracket,final
North Texas,Oklahoma,13,8,"04/27/2013, 11:00",Championship Bracket,final
Texas A & M,Colorado State,15,13,"04/27/2013, 11:00",Championship Bracket,final
Colorado,Missouri,15,9,"04/27/2013, 11:00",Championship Bracket,final
Texas,North Texas,15,12,"04/27/2013, 15:00",Championship Bracket,final
Colorado,Texas A & M,15,13,"04/27/2013, 15:00",Championship Bracket,final
Texas,Colorado,15,12,"04/28/2013, 23:00",Championship Bracket,final
bracket,Backdoor Bracket
Washington University,Central Arkansas,15,11,"04/27/2013, 11:00",Backdoor Bracket,final
Texas State,Texas-B,15,13,"04/27/2013, 11:00",Backdoor Bracket,final
Kansas,Baylor,15,12,"04/27/2013, 11:00",Backdoor Bracket,final
Kansas State,St Louis,14,11,"04/27/2013, 11:00",Backdoor Bracket,final
Missouri,Washington University,13,12,"04/27/2013, 13:00",Backdoor Bracket,final
Colorado State,Texas State,15,10,"04/27/2013, 13:00",Backdoor Bracket,final
Kansas,Oklahoma,15,9,"04/27/2013, 13:00",Backdoor Bracket,final
Kansas,Colorado College,15,14,"04/27/2013, 13:00",Backdoor Bracket,final
Colorado College,Kansas State,15,13,"04/27/2013, 13:00",Backdoor Bracket,final
Missouri,Colorado State,15,8,"04/27/2013, 15:00",Backdoor Bracket,final
Texas A & M,Kansas,W,12,"04/27/2013, 15:00",Backdoor Bracket,final
Missouri,North Texas,15,F,"04/28/2013, 09:00",Backdoor Bracket,final
Texas A & M,Missouri,15,6,"04/28/2013, 09:00",Backdoor Bracket,final
Colorado,Texas A & M,15,F,"04/28/2013, 13:00",Backdoor Bracket,final
bracket,13th Place Bracket
Texas-B,Central Arkansas,15,14,"04/27/2013, 13:00",13th Place Bracket,final
Baylor,St Louis,14,11,"04/27/2013, 13:00",13th Place Bracket,final
Baylor,Texas-B,W,L,"04/27/2013, 15:00",13th Place Bracket,final
bracket,15th Place Bracket
St Louis,Central Arkansas,15,13,"04/27/2013, 15:00",15th Place Bracket,final
bracket,T9th Bracket
Washington University,Texas State,10,4,"04/27/2013, 15:00",T9th Bracket,final
bracket,T9th  Bracket
Oklahoma,Kansas State,13,12,"04/27/2013, 15:00",T9th  Bracket,final
b,r,e,a,k
