2013 USAU Atlantic Coast D-1 College Open Regionals,college-open,27,4,2013
Axton,VA,2013-04-27,2013-04-28
https://scorereport.net/2013/college-open/event12664
North Carolina
b,r,e,a,k
North Carolina State
b,r,e,a,k
Appalachian State
b,r,e,a,k
George Washington
b,r,e,a,k
James Madison
b,r,e,a,k
Delaware
b,r,e,a,k
William & Mary
b,r,e,a,k
Virginia
b,r,e,a,k
Virginia Tech
b,r,e,a,k
George Mason
b,r,e,a,k
Maryland
b,r,e,a,k
Johns Hopkins
b,r,e,a,k
North Carolina-Wilmington
b,r,e,a,k
Clemson
b,r,e,a,k
Georgetown
b,r,e,a,k
South Carolina
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Championship Bracket
North Carolina,North Carolina State,15,8,"04/27/2013, 09:00",Championship Bracket,final
Appalachian State,George Washington,12,10,"04/27/2013, 09:00",Championship Bracket,final
James Madison,Delaware,16,14,"04/27/2013, 09:00",Championship Bracket,final
William & Mary,Virginia,16,14,"04/27/2013, 09:00",Championship Bracket,final
George Mason,Maryland,16,15,"04/27/2013, 09:00",Championship Bracket,final
Virginia Tech,Johns Hopkins,15,5,"04/27/2013, 09:00",Championship Bracket,final
Clemson,Georgetown,15,12,"04/27/2013, 09:00",Championship Bracket,final
North Carolina-Wilmington,South Carolina,15,7,"04/27/2013, 09:00",Championship Bracket,final
North Carolina,Appalachian State,15,7,"04/27/2013, 11:00",Championship Bracket,final
James Madison,William & Mary,15,8,"04/27/2013, 11:00",Championship Bracket,final
Virginia Tech,George Mason,15,3,"04/27/2013, 11:00",Championship Bracket,final
North Carolina-Wilmington,Clemson,15,8,"04/27/2013, 11:00",Championship Bracket,final
North Carolina,James Madison,15,6,"04/27/2013, 15:00",Championship Bracket,final
Virginia Tech,North Carolina-Wilmington,15,14,"04/27/2013, 15:00",Championship Bracket,final
North Carolina,Virginia Tech,15,6,"04/28/2013, 11:00",Championship Bracket,final
bracket,Backdoor Bracket
North Carolina State,George Washington,15,12,"04/27/2013, 11:00",Backdoor Bracket,final
Virginia,Delaware,13,12,"04/27/2013, 11:00",Backdoor Bracket,final
Johns Hopkins,Maryland,17,16,"04/27/2013, 11:00",Backdoor Bracket,final
Georgetown,South Carolina,15,10,"04/27/2013, 11:00",Backdoor Bracket,final
Clemson,North Carolina State,15,13,"04/27/2013, 13:00",Backdoor Bracket,final
Virginia,George Mason,15,7,"04/27/2013, 13:00",Backdoor Bracket,final
Johns Hopkins,William & Mary,15,14,"04/27/2013, 13:00",Backdoor Bracket,final
Appalachian State,Johns Hopkins,15,5,"04/27/2013, 13:00",Backdoor Bracket,final
Appalachian State,Georgetown,15,13,"04/27/2013, 13:00",Backdoor Bracket,final
Virginia,Clemson,15,11,"04/27/2013, 17:00",Backdoor Bracket,final
North Carolina-Wilmington,Appalachian State,W,9,"04/27/2013, 17:00",Backdoor Bracket,final
James Madison,Virginia,W,9,"04/28/2013, 09:00",Backdoor Bracket,final
North Carolina-Wilmington,James Madison,15,13,"04/28/2013, 09:00",Backdoor Bracket,final
North Carolina-Wilmington,Virginia Tech,W,6,"04/28/2013, 11:00",Backdoor Bracket,final
bracket,13/14 Place 
Delaware,George Washington,15,5,"04/27/2013, 15:00",13/14 Place ,final
South Carolina,Maryland,15,13,"04/27/2013, 15:00",13/14 Place ,final
South Carolina,Delaware,17,15,"04/27/2013, 17:00",13/14 Place ,final
bracket,15/16 Place
Maryland,George Washington,W,F,"04/27/2013, 17:00",15/16 Place,final
bracket,T-9th Place
Georgetown,William & Mary,15,8,"04/27/2013, 17:00",T-9th Place,final
bracket,T-9th Place
George Mason,North Carolina State,9,5,"04/27/2013, 17:00",T-9th Place,final
b,r,e,a,k
