2012 USA Ultimate Metro NY Club Mixed Sectionals,mixed club,15,9,2012
Middletown ,NY,2012-09-15,2012-09-16
https://scorereport.net/2012/mixed/event11353
Snatch
b,r,e,a,k
The Revolution
b,r,e,a,k
7Express
b,r,e,a,k
Gotham Gigante
b,r,e,a,k
District 5
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Snatch,The Revolution,15,8,"09/15/2012, 09:00",Pool A,final
7Express,Gotham Gigante,11,6,"09/15/2012, 09:00",Pool A,final
District 5,Gotham Gigante,12,10,"09/15/2012, 10:50",Pool A,final
7Express,Snatch,11,7,"09/15/2012, 10:50",Pool A,final
District 5,The Revolution,15,8,"09/15/2012, 12:40",Pool A,final
Gotham Gigante,Snatch,12,6,"09/15/2012, 12:40",Pool A,final
District 5,Snatch,15,6,"09/15/2012, 14:30",Pool A,final
7Express,The Revolution,15,2,"09/15/2012, 14:30",Pool A,final
District 5,7Express,5,12,"09/15/2012, 16:20",Pool A,final
Gotham Gigante,The Revolution,15,1,"09/15/2012, 16:20",Pool A,final
b,r,e,a,k
brackets,Bracket
bracket,Championship Bracket
Gotham Gigante,District 5,15,9,"09/16/2012, 10:00",Championship Bracket,final
7Express,Gotham Gigante,15,10,"09/16/2012, 12:15",Championship Bracket,final
bracket,3rd Place Bracket
Snatch,The Revolution,15,12,"09/16/2012, 10:00",3rd Place Bracket,final
District 5,Snatch,15,6,"09/16/2012, 12:15",3rd Place Bracket,final
b,r,e,a,k
