2010 UPA Great Lakes College Open Regionals,college-open,8,5,2010
South Bend,IN,2010-05-08,2010-05-09
https://scorereport.net/2010/college-open/event6594
Michigan State
b,r,e,a,k
Michigan-B
b,r,e,a,k
Ball State
b,r,e,a,k
Ohio
b,r,e,a,k
Indiana
b,r,e,a,k
Kenyon
b,r,e,a,k
Ohio State
b,r,e,a,k
Kentucky
b,r,e,a,k
Illinois
b,r,e,a,k
Dayton
b,r,e,a,k
Purdue
b,r,e,a,k
Wheaton (Illinois)
b,r,e,a,k
Michigan
b,r,e,a,k
Northwestern
b,r,e,a,k
Notre Dame
b,r,e,a,k
Kalamazoo
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,1st Place Bracket
Michigan State,Michigan-B,15,2,"05/08/2010, 08:30",1st Place Bracket,final
Ball State,Ohio,15,13,"05/08/2010, 08:30",1st Place Bracket,final
Indiana,Kenyon,15,7,"05/08/2010, 08:30",1st Place Bracket,final
Ohio State,Kentucky,15,6,"05/08/2010, 08:30",1st Place Bracket,final
Illinois,Dayton,15,6,"05/08/2010, 08:30",1st Place Bracket,final
Purdue,Wheaton (Illinois),15,6,"05/08/2010, 08:30",1st Place Bracket,final
Northwestern,Notre Dame,15,10,"05/08/2010, 08:30",1st Place Bracket,final
Michigan,Kalamazoo,15,7,"05/08/2010, 08:30",1st Place Bracket,final
Michigan State,Ball State,15,9,"05/08/2010, 10:30",1st Place Bracket,final
Indiana,Ohio State,15,11,"05/08/2010, 10:30",1st Place Bracket,final
Illinois,Purdue,15,8,"05/08/2010, 10:30",1st Place Bracket,final
Michigan,Northwestern,15,10,"05/08/2010, 10:30",1st Place Bracket,final
Michigan State,Indiana,13,7,"05/08/2010, 15:00",1st Place Bracket,final
Illinois,Michigan,9,8,"05/08/2010, 15:00",1st Place Bracket,final
Illinois,Michigan State,15,10,"05/09/2010, 09:00",1st Place Bracket,final
bracket,2nd Place Bracket
Ohio,Michigan-B,15,5,"05/08/2010, 10:30",2nd Place Bracket,final
Kenyon,Kentucky,16,14,"05/08/2010, 10:30",2nd Place Bracket,final
Wheaton (Illinois),Dayton,15,10,"05/08/2010, 10:30",2nd Place Bracket,final
Notre Dame,Kalamazoo,15,7,"05/08/2010, 10:30",2nd Place Bracket,final
Ohio,Northwestern,13,7,"05/08/2010, 13:00",2nd Place Bracket,final
Kenyon,Purdue,12,9,"05/08/2010, 13:00",2nd Place Bracket,final
Ohio State,Wheaton (Illinois),W,F,"05/08/2010, 13:00",2nd Place Bracket,final
Notre Dame,Ohio State,10,7,"05/08/2010, 13:00",2nd Place Bracket,final
Notre Dame,Ball State,15,11,"05/08/2010, 13:00",2nd Place Bracket,final
Ohio,Kenyon,15,6,"05/08/2010, 15:00",2nd Place Bracket,final
Michigan,Notre Dame,W,10,"05/08/2010, 15:00",2nd Place Bracket,final
Indiana,Ohio,W,12,"05/08/2010, 17:00",2nd Place Bracket,final
Michigan,Indiana,14,13,"05/08/2010, 17:00",2nd Place Bracket,final
Michigan,Michigan State,W,8,"05/09/2010, 09:00",2nd Place Bracket,final
bracket,T-9th Place 
Ball State,Wheaton (Illinois),W,F,"05/08/2010, 17:00",T-9th Place ,final
bracket,T-9th Place 
Purdue,Northwestern,13,5,"05/08/2010, 17:00",T-9th Place ,final
b,r,e,a,k
