2012 USA Ultimate So Cal Club Open Sectionals,open club,15,9,2012
Scottsdale,AZ,2012-09-15,2012-09-16
https://scorereport.net/2012/open/event11344
Sprawl
b,r,e,a,k
ASU Sandslash
b,r,e,a,k
Gridlock
b,r,e,a,k
Sunburn
b,r,e,a,k
LA Renegade
b,r,e,a,k
Condors
b,r,e,a,k
Brawl
b,r,e,a,k
Streetgang
b,r,e,a,k
Crawl
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Sprawl,ASU Sandslash,13,2,"09/15/2012, 09:00",Pool A,final
Gridlock,Sunburn,13,9,"09/15/2012, 09:00",Pool A,final
Sprawl,Gridlock,13,1,"09/15/2012, 10:45",Pool A,final
LA Renegade,Sunburn,13,3,"09/15/2012, 10:45",Pool A,final
Sunburn,ASU Sandslash,13,2,"09/15/2012, 12:30",Pool A,final
LA Renegade,Gridlock,13,4,"09/15/2012, 12:30",Pool A,final
Sprawl,Sunburn,13,2,"09/15/2012, 14:15",Pool A,final
LA Renegade,ASU Sandslash,13,2,"09/15/2012, 14:15",Pool A,final
Sprawl,LA Renegade,9,13,"09/15/2012, 16:00",Pool A,final
Gridlock,ASU Sandslash,13,4,"09/15/2012, 16:00",Pool A,final
pool,Pool B
Condors,Brawl,13,8,"09/15/2012, 12:30",Pool B,final
Streetgang,Crawl,13,3,"09/15/2012, 12:30",Pool B,final
Condors,Crawl,13,5,"09/15/2012, 14:15",Pool B,final
Streetgang,Brawl,13,6,"09/15/2012, 14:15",Pool B,final
Condors,Streetgang,13,8,"09/15/2012, 16:00",Pool B,final
Brawl,Crawl,10,11,"09/15/2012, 16:00",Pool B,final
pool,Pool Championship Bracket
Gridlock,Brawl,10,13,"09/15/2012, 09:00",Pool Championship Bracket,final
Crawl,Sunburn,13,9,"09/15/2012, 09:00",Pool Championship Bracket,final
Gridlock,Crawl,13,9,"09/15/2012, 10:45",Pool Championship Bracket,final
Brawl,ASU Sandslash,13,1,"09/15/2012, 10:45",Pool Championship Bracket,final
Crawl,ASU Sandslash,13,4,"09/15/2012, 12:30",Pool Championship Bracket,final
Brawl,Sunburn,9,13,"09/15/2012, 12:30",Pool Championship Bracket,final
Gridlock,Sunburn,13,9,"09/15/2012, 18:00",Pool Championship Bracket,final
Crawl,Brawl,11,10,"09/15/2012, 18:00",Pool Championship Bracket,final
Gridlock,ASU Sandslash,13,5,"09/15/2012, 20:00",Pool Championship Bracket,final
Sunburn,ASU Sandslash,13,2,"09/15/2012, 20:00",Pool Championship Bracket,final
b,r,e,a,k
brackets,Bracket
bracket,2nd Place Bracket
Sprawl,Condors,13,8,"09/16/2012, 09:00",2nd Place Bracket,final
LA Renegade,Streetgang,11,8,"09/16/2012, 09:00",2nd Place Bracket,final
Sprawl,LA Renegade,13,7,"09/16/2012, 10:45",2nd Place Bracket,final
bracket,C
Condors,Streetgang,13,8,"09/16/2012, 10:45",C,final
Condors,LA Renegade,13,8,"09/16/2012, 12:30",C,final
b,r,e,a,k
