2010 USA Ultimate Northern California Club Open Sectionals,open club,18,9,2010
Palo Alto,CA,2010-09-18,2010-09-19
https://scorereport.net/2010/open/event7446
Revolver
b,r,e,a,k
Pizza Hut Taco Bell
b,r,e,a,k
Boost Mobile
b,r,e,a,k
LPC
b,r,e,a,k
Wolf
b,r,e,a,k
Journeymen
b,r,e,a,k
Santa Cruz Club
b,r,e,a,k
Silver Bullet
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Revolver,Pizza Hut Taco Bell,15,4,"09/18/2010, 09:00",Pool A,final
Boost Mobile,LPC,15,4,"09/18/2010, 09:00",Pool A,final
Revolver,LPC,15,3,"09/18/2010, 11:00",Pool A,final
Boost Mobile,Pizza Hut Taco Bell,15,11,"09/18/2010, 11:00",Pool A,final
Revolver,Boost Mobile,15,10,"09/18/2010, 13:00",Pool A,final
Pizza Hut Taco Bell,LPC,15,7,"09/18/2010, 13:00",Pool A,final
pool,Pool B
Wolf,Journeymen,15,5,"09/18/2010, 09:00",Pool B,final
Santa Cruz Club,Silver Bullet,15,7,"09/18/2010, 09:00",Pool B,final
Wolf,Silver Bullet,15,3,"09/18/2010, 11:00",Pool B,final
Santa Cruz Club,Journeymen,15,11,"09/18/2010, 11:00",Pool B,final
Wolf,Santa Cruz Club,15,7,"09/18/2010, 13:00",Pool B,final
Journeymen,Silver Bullet,17,15,"09/18/2010, 13:00",Pool B,final
b,r,e,a,k
brackets,Bracket
bracket,Championship Bracket
Revolver,Silver Bullet,15,1,"09/18/2010, 15:30",Championship Bracket,final
Santa Cruz Club,Pizza Hut Taco Bell,13,12,"09/18/2010, 15:30",Championship Bracket,final
Boost Mobile,Journeymen,15,8,"09/18/2010, 15:30",Championship Bracket,final
Wolf,LPC,15,4,"09/18/2010, 15:30",Championship Bracket,final
Revolver,Santa Cruz Club,15,4,"09/19/2010, 09:00",Championship Bracket,final
Wolf,Boost Mobile,16,15,"09/19/2010, 09:00",Championship Bracket,final
Revolver,Wolf,15,9,"09/19/2010, 11:00",Championship Bracket,final
bracket,2nd Place Bracket
Pizza Hut Taco Bell,Silver Bullet,15,11,"09/19/2010, 09:00",2nd Place Bracket,final
LPC,Journeymen,15,11,"09/19/2010, 09:00",2nd Place Bracket,final
Boost Mobile,Pizza Hut Taco Bell,15,10,"09/19/2010, 11:00",2nd Place Bracket,final
Santa Cruz Club,LPC,15,5,"09/19/2010, 11:00",2nd Place Bracket,final
Boost Mobile,Santa Cruz Club,15,10,"09/19/2010, 13:00",2nd Place Bracket,final
Wolf,Boost Mobile,W,6,"09/19/2010, 15:00",2nd Place Bracket,final
bracket,7th Place Game
Journeymen,Silver Bullet,16,14,"09/19/2010, 11:00",7th Place Game,final
bracket,5th Place Game
Pizza Hut Taco Bell,LPC,15,4,"09/19/2010, 13:00",5th Place Game,final
b,r,e,a,k
