2012 USAU Great Lakes D-1 College Open Regionals,college-open,28,4,2012
Naperville,IL,2012-04-28,2012-04-29
https://scorereport.net/2012/college-open/event10698
Michigan State
b,r,e,a,k
Illinois-B
b,r,e,a,k
Michigan-B
b,r,e,a,k
Purdue
b,r,e,a,k
Indiana
b,r,e,a,k
Illinois State
b,r,e,a,k
Notre Dame
b,r,e,a,k
Loyola-Chicago
b,r,e,a,k
Michigan
b,r,e,a,k
Illinois
b,r,e,a,k
Southern Illinois
b,r,e,a,k
Eastern Illinois
b,r,e,a,k
Western Michigan
b,r,e,a,k
Northwestern
b,r,e,a,k
Eastern Michigan
b,r,e,a,k
Chicago
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,1st Place
Michigan State,Illinois-B,15,4,"04/28/2012, 09:00",1st Place,final
Michigan-B,Purdue,11,9,"04/28/2012, 09:00",1st Place,final
Indiana,Illinois State,10,7,"04/28/2012, 09:00",1st Place,final
Notre Dame,Loyola-Chicago,15,4,"04/28/2012, 09:00",1st Place,final
Illinois,Southern Illinois,15,3,"04/28/2012, 09:00",1st Place,final
Eastern Illinois,Western Michigan,11,9,"04/28/2012, 09:00",1st Place,final
Northwestern,Eastern Michigan,13,11,"04/28/2012, 09:00",1st Place,final
Michigan,Chicago,15,1,"04/28/2012, 09:00",1st Place,final
Michigan State,Michigan-B,15,4,"04/28/2012, 11:00",1st Place,final
Indiana,Notre Dame,14,12,"04/28/2012, 11:00",1st Place,final
Eastern Illinois,Illinois,13,10,"04/28/2012, 11:00",1st Place,final
Michigan,Northwestern,15,5,"04/28/2012, 11:00",1st Place,final
Michigan State,Indiana,15,7,"04/28/2012, 13:00",1st Place,final
Michigan,Eastern Illinois,15,4,"04/28/2012, 13:00",1st Place,final
Michigan,Michigan State,15,8,"04/29/2012, 11:00",1st Place,final
bracket,2nd Place
Purdue,Illinois-B,15,1,"04/28/2012, 11:00",2nd Place,final
Illinois State,Loyola-Chicago,14,7,"04/28/2012, 11:00",2nd Place,final
Western Michigan,Southern Illinois,11,5,"04/28/2012, 11:00",2nd Place,final
Eastern Michigan,Chicago,15,10,"04/28/2012, 11:00",2nd Place,final
Purdue,Northwestern,15,12,"04/28/2012, 13:00",2nd Place,final
Illinois,Illinois State,15,7,"04/28/2012, 13:00",2nd Place,final
Western Michigan,Notre Dame,15,10,"04/28/2012, 13:00",2nd Place,final
Eastern Michigan,Western Michigan,14,7,"04/28/2012, 13:00",2nd Place,final
Eastern Michigan,Michigan-B,14,4,"04/28/2012, 13:00",2nd Place,final
Illinois,Purdue,15,10,"04/28/2012, 15:00",2nd Place,final
Eastern Illinois,Eastern Michigan,W,11,"04/28/2012, 15:00",2nd Place,final
Illinois,Indiana,15,F,"04/29/2012, 09:00",2nd Place,final
Illinois,Eastern Illinois,15,2,"04/29/2012, 09:00",2nd Place,final
Michigan State,Illinois,14,F,"04/29/2012, 13:00",2nd Place,final
bracket,5th Place
Loyola-Chicago,Illinois-B,13,11,"04/28/2012, 13:00",5th Place,final
Southern Illinois,Chicago,10,8,"04/28/2012, 13:00",5th Place,final
Loyola-Chicago,Southern Illinois,W,F,"04/28/2012, 15:00",5th Place,final
bracket,7th Place
Illinois State,Northwestern,15,4,"04/29/2012, 09:00",7th Place,final
Notre Dame,Michigan-B,15,5,"04/29/2012, 09:00",7th Place,final
Notre Dame,Illinois State,15,10,"04/29/2012, 11:00",7th Place,final
bracket,9th Place
Illinois-B,Chicago,13,12,"04/28/2012, 15:00",9th Place,final
bracket,11th Place
Michigan-B,Northwestern,9,8,"04/29/2012, 11:00",11th Place,final
bracket,13th Place
bracket,15th Place
Purdue,Western Michigan,15,8,"04/29/2012, 09:00",15th Place,final
b,r,e,a,k
