2012 USAU Colonial D-1 College Open CC,college-open,21,4,2012
Reston,VA,2012-04-21,2012-04-22
https://scorereport.net/2012/college-open/event10634
Maryland
b,r,e,a,k
Johns Hopkins
b,r,e,a,k
Delaware
b,r,e,a,k
Maryland-Baltimore County
b,r,e,a,k
Georgetown
b,r,e,a,k
American
b,r,e,a,k
Towson
b,r,e,a,k
George Washington
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Maryland,Johns Hopkins,12,10,"04/21/2012, 10:00",Pool A,final
Delaware,Maryland-Baltimore County,15,3,"04/21/2012, 10:00",Pool A,final
Maryland,Maryland-Baltimore County,12,6,"04/21/2012, 11:40",Pool A,final
Delaware,Johns Hopkins,15,6,"04/21/2012, 11:40",Pool A,final
Maryland,Delaware,12,10,"04/21/2012, 13:20",Pool A,final
Johns Hopkins,Maryland-Baltimore County,13,10,"04/21/2012, 13:20",Pool A,final
pool,Pool B
Georgetown,American,11,4,"04/21/2012, 10:00",Pool B,final
Towson,George Washington,8,10,"04/21/2012, 10:00",Pool B,final
Georgetown,George Washington,10,7,"04/21/2012, 11:40",Pool B,final
Towson,American,11,6,"04/21/2012, 11:40",Pool B,final
Georgetown,Towson,6,8,"04/21/2012, 13:20",Pool B,final
American,George Washington,11,4,"04/21/2012, 13:20",Pool B,final
b,r,e,a,k
brackets,Bracket
bracket,Championship
Maryland,Georgetown,10,6,"04/21/2012, 15:00",Championship,final
Delaware,Towson,15,6,"04/21/2012, 15:00",Championship,final
Delaware,Maryland,12,11,"04/22/2012, 11:40",Championship,final
bracket,2nd place
George Washington,Johns Hopkins,11,8,"04/21/2012, 15:00",2nd place,final
American,Maryland-Baltimore County,15,3,"04/21/2012, 15:00",2nd place,final
Georgetown,George Washington,14,4,"04/22/2012, 10:00",2nd place,final
Towson,American,11,4,"04/22/2012, 10:00",2nd place,final
Georgetown,Towson,9,7,"04/22/2012, 11:40",2nd place,final
Georgetown,Maryland,W,6,"04/22/2012, 13:20",2nd place,final
bracket,5th place (game to go)
bracket,7th place
George Washington,American,11,4,"04/22/2012, 13:20",7th place,final
b,r,e,a,k
