Roll Call 2012,college-womens,31,3,2012
Poolesville,MD,2012-03-31,2012-04-01
https://scorereport.net/2012/college-womens/event10516
Brown
b,r,e,a,k
Philadelphia
b,r,e,a,k
Catholic
b,r,e,a,k
Georgetown-B
b,r,e,a,k
Colgate
b,r,e,a,k
College of New Jersey
b,r,e,a,k
Virginia Commonwealth
b,r,e,a,k
Edinboro
b,r,e,a,k
Messiah
b,r,e,a,k
Goucher
b,r,e,a,k
Brandeis
b,r,e,a,k
Hofstra
b,r,e,a,k
Brown-B
b,r,e,a,k
Gettysburg
b,r,e,a,k
Georgetown
b,r,e,a,k
2012003B
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Brown,Philadelphia,11,4,"03/31/2012, 08:30",Pool A,final
Catholic,Georgetown-B,11,1,"03/31/2012, 08:30",Pool A,final
Brown,Colgate,15,0,"03/31/2012, 10:10",Pool A,final
Georgetown-B,Philadelphia,1,13,"03/31/2012, 10:10",Pool A,final
Catholic,Philadelphia,11,6,"03/31/2012, 11:50",Pool A,final
Colgate,Georgetown-B,15,1,"03/31/2012, 11:50",Pool A,final
Brown,Georgetown-B,13,5,"03/31/2012, 13:30",Pool A,final
Catholic,Colgate,15,4,"03/31/2012, 13:30",Pool A,final
Brown,Catholic,12,5,"03/31/2012, 15:10",Pool A,final
Colgate,Philadelphia,5,12,"03/31/2012, 15:10",Pool A,final
pool,Pool B
College of New Jersey,Virginia Commonwealth,11,14,"03/31/2012, 08:30",Pool B,final
Edinboro,Messiah,15,2,"03/31/2012, 08:30",Pool B,final
College of New Jersey,Goucher,15,2,"03/31/2012, 10:10",Pool B,final
Messiah,Virginia Commonwealth,3,15,"03/31/2012, 10:10",Pool B,final
Edinboro,Virginia Commonwealth,8,7,"03/31/2012, 11:50",Pool B,final
Goucher,Messiah,9,2,"03/31/2012, 11:50",Pool B,final
College of New Jersey,Messiah,15,1,"03/31/2012, 13:30",Pool B,final
Edinboro,Goucher,15,2,"03/31/2012, 13:30",Pool B,final
College of New Jersey,Edinboro,15,3,"03/31/2012, 15:10",Pool B,final
Goucher,Virginia Commonwealth,2,12,"03/31/2012, 15:10",Pool B,final
pool,Pool C
Brandeis,Hofstra,11,10,"03/31/2012, 08:30",Pool C,final
Brown-B,Gettysburg,4,15,"03/31/2012, 08:30",Pool C,final
Brandeis,Georgetown,4,12,"03/31/2012, 10:10",Pool C,final
Gettysburg,Hofstra,6,10,"03/31/2012, 10:10",Pool C,final
Brown-B,Hofstra,4,15,"03/31/2012, 11:50",Pool C,final
Georgetown,Gettysburg,12,6,"03/31/2012, 11:50",Pool C,final
Brandeis,Gettysburg,6,7,"03/31/2012, 13:30",Pool C,final
Brown-B,Georgetown,6,12,"03/31/2012, 13:30",Pool C,final
Brandeis,Brown-B,9,4,"03/31/2012, 15:10",Pool C,final
Georgetown,Hofstra,10,8,"03/31/2012, 15:10",Pool C,final
pool,Pool Championship
Georgetown-B,Brown-B,1,9,"03/31/2012, 11:50",Pool Championship,final
Georgetown-B,Brown-B,8,9,"03/31/2012, 13:30",Pool Championship,final
Georgetown-B,2012003B,,,"03/31/2012, 15:10",Pool Championship,scheduled
b,r,e,a,k
brackets,Bracket
bracket,3rd
Georgetown,Edinboro,10,7,"04/01/2012, 00:00",3rd,final
Edinboro,Gettysburg,W,L,"04/01/2012, 08:30",3rd,final
Virginia Commonwealth,Colgate,15,4,"04/01/2012, 08:30",3rd,final
Catholic,Goucher,15,3,"04/01/2012, 08:30",3rd,final
Philadelphia,Brandeis,10,6,"04/01/2012, 08:30",3rd,final
Edinboro,Brown,W,2,"04/01/2012, 10:10",3rd,final
Edinboro,Hofstra,W,L,"04/01/2012, 10:10",3rd,final
Hofstra,Virginia Commonwealth,11,8,"04/01/2012, 10:10",3rd,final
Georgetown,Catholic,9,10,"04/01/2012, 10:10",3rd,final
Georgetown,College of New Jersey,10,4,"04/01/2012, 10:10",3rd,final
College of New Jersey,Philadelphia,13,6,"04/01/2012, 10:10",3rd,final
bracket,5th
Gettysburg,Colgate,15,1,"04/01/2012, 10:10",5th,final
Brandeis,Goucher,9,0,"04/01/2012, 10:10",5th,final
Gettysburg,Brandeis,9,4,"04/01/2012, 13:30",5th,final
bracket,7th
Virginia Commonwealth,Brown,15,6,"04/01/2012, 11:50",7th,final
Philadelphia,Catholic,7,3,"04/01/2012, 11:50",7th,final
Virginia Commonwealth,Philadelphia,12,6,"04/01/2012, 15:10",7th,final
bracket,9th
bracket,Bracket
Brown,Catholic,W,F,"04/01/2012, 13:30",Bracket,final
bracket,D
b,r,e,a,k
