Colorado Cup - Women's 2009,womens club,1,8,2009
Boulder,CO,2009-08-01,2009-08-02
https://scorereport.net/2009/womens/event6488
Slackjaw
b,r,e,a,k
Black Widows
b,r,e,a,k
Fury
b,r,e,a,k
Nemesis
b,r,e,a,k
Rare Air
b,r,e,a,k
Schwa
b,r,e,a,k
Box
b,r,e,a,k
Showdown
b,r,e,a,k
Pop
b,r,e,a,k
Zeitgeist
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Slackjaw,Black Widows,11,13,"08/01/2009, 00:00",Pool A,final
Fury,Nemesis,13,3,"08/01/2009, 00:00",Pool A,final
Rare Air,Slackjaw,13,8,"08/01/2009, 00:00",Pool A,final
Fury,Black Widows,13,3,"08/01/2009, 00:00",Pool A,final
Nemesis,Slackjaw,13,3,"08/01/2009, 00:00",Pool A,final
Fury,Slackjaw,13,4,"08/01/2009, 00:00",Pool A,final
Rare Air,Black Widows,13,8,"08/01/2009, 00:00",Pool A,final
Nemesis,Black Widows,13,1,"08/01/2009, 00:00",Pool A,final
Fury,Rare Air,13,2,"08/01/2009, 00:00",Pool A,final
Rare Air,Nemesis,11,12,"08/01/2009, 00:00",Pool A,final
pool,Pool B
Schwa,Box,11,8,"08/01/2009, 00:00",Pool B,final
Showdown,Pop,5,13,"08/01/2009, 00:00",Pool B,final
Zeitgeist,Schwa,12,8,"08/01/2009, 00:00",Pool B,final
Showdown,Box,8,13,"08/01/2009, 00:00",Pool B,final
Pop,Schwa,13,6,"08/01/2009, 00:00",Pool B,final
Showdown,Schwa,9,13,"08/01/2009, 00:00",Pool B,final
Zeitgeist,Box,12,10,"08/01/2009, 00:00",Pool B,final
Showdown,Zeitgeist,7,13,"08/01/2009, 00:00",Pool B,final
Pop,Box,13,10,"08/01/2009, 00:00",Pool B,final
Zeitgeist,Pop,12,7,"08/01/2009, 00:00",Pool B,final
b,r,e,a,k
brackets,Bracket
bracket,Championship Bracket
Fury,Box,13,2,"08/02/2009, 00:00",Championship Bracket,final
Fury,Rare Air,13,5,"08/02/2009, 00:00",Championship Bracket,final
Rare Air,Pop,12,8,"08/02/2009, 00:00",Championship Bracket,final
Fury,Zeitgeist,13,8,"08/02/2009, 00:00",Championship Bracket,final
Nemesis,Schwa,13,5,"08/02/2009, 00:00",Championship Bracket,final
Zeitgeist,Nemesis,13,9,"08/02/2009, 00:00",Championship Bracket,final
Zeitgeist,Black Widows,13,7,"08/02/2009, 00:00",Championship Bracket,final
bracket,Consolation Bracket
Showdown,Slackjaw,13,8,"08/02/2009, 00:00",Consolation Bracket,final
bracket,5th Place (tie)
Pop,Box,12,10,"08/02/2009, 00:00",5th Place (tie),final
bracket,5th Place (tie)
b,r,e,a,k
