2011 USAU New England DI College Open Regionals,college-open,7,5,2011
Amherst,MA,2011-05-07,2011-05-08
https://scorereport.net/2011/college-open/event8662
Harvard
b,r,e,a,k
Boston University
b,r,e,a,k
Boston College
b,r,e,a,k
Northeastern
b,r,e,a,k
Dartmouth
b,r,e,a,k
Vermont
b,r,e,a,k
Rhode Island
b,r,e,a,k
Williams
b,r,e,a,k
Tufts
b,r,e,a,k
Middlebury
b,r,e,a,k
Brown
b,r,e,a,k
Massachusetts
b,r,e,a,k
New Hampshire
b,r,e,a,k
Brandeis
b,r,e,a,k
Amherst
b,r,e,a,k
MIT
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Championship Bracket
Harvard,Boston University,15,5,"05/07/2011, 09:00",Championship Bracket,final
Vermont,Rhode Island,15,7,"05/07/2011, 09:00",Championship Bracket,final
Dartmouth,Williams,15,9,"05/07/2011, 09:00",Championship Bracket,final
Middlebury,Brown,15,12,"05/07/2011, 09:00",Championship Bracket,final
Massachusetts,New Hampshire,15,13,"05/07/2011, 09:00",Championship Bracket,final
Brandeis,Amherst,15,12,"05/07/2011, 09:00",Championship Bracket,final
Tufts,MIT,15,3,"05/07/2011, 09:00",Championship Bracket,final
Dartmouth,Vermont,15,10,"05/07/2011, 11:30",Championship Bracket,final
Middlebury,Massachusetts,15,10,"05/07/2011, 11:30",Championship Bracket,final
Tufts,Brandeis,15,7,"05/07/2011, 11:30",Championship Bracket,final
Harvard,Boston College,15,4,"05/07/2011, 12:00",Championship Bracket,final
Boston College,Northeastern,15,10,"05/07/2011, 12:00",Championship Bracket,final
Harvard,Dartmouth,15,10,"05/07/2011, 12:00",Championship Bracket,final
Tufts,Middlebury,15,9,"05/07/2011, 12:00",Championship Bracket,final
Harvard,Tufts,11,8,"05/08/2011, 11:30",Championship Bracket,final
bracket,2nd Place Bracket
Williams,Rhode Island,14,11,"05/07/2011, 11:30",2nd Place Bracket,final
Brown,New Hampshire,15,12,"05/07/2011, 11:30",2nd Place Bracket,final
Amherst,MIT,15,9,"05/07/2011, 11:30",2nd Place Bracket,final
Boston University,Northeastern,14,13,"05/07/2011, 12:00",2nd Place Bracket,final
Boston College,Vermont,14,13,"05/07/2011, 12:00",2nd Place Bracket,final
Boston College,Amherst,15,11,"05/07/2011, 12:00",2nd Place Bracket,final
Brandeis,Boston University,15,7,"05/07/2011, 14:00",2nd Place Bracket,final
Vermont,Brown,15,10,"05/07/2011, 14:00",2nd Place Bracket,final
Middlebury,Boston College,W,10,"05/07/2011, 14:00",2nd Place Bracket,final
Massachusetts,Brandeis,13,10,"05/07/2011, 16:30",2nd Place Bracket,final
Dartmouth,Middlebury,15,12,"05/07/2011, 16:30",2nd Place Bracket,final
Dartmouth,Massachusetts,W,15,"05/08/2011, 12:00",2nd Place Bracket,final
Tufts,Dartmouth,W,7,"05/08/2011, 12:00",2nd Place Bracket,final
Massachusetts,Williams,15,4,"05/08/2011, 14:00",2nd Place Bracket,final
bracket,13th Place Bracket
Rhode Island,Northeastern,12,10,"05/07/2011, 14:00",13th Place Bracket,final
New Hampshire,MIT,16,14,"05/07/2011, 14:00",13th Place Bracket,final
New Hampshire,Rhode Island,15,5,"05/07/2011, 16:30",13th Place Bracket,final
bracket,15th Place Game
Northeastern,MIT,15,8,"05/07/2011, 16:30",15th Place Game,final
bracket,9th Place Game
Williams,Boston University,13,11,"05/07/2011, 16:30",9th Place Game,final
bracket,9th Place Game
Brown,Amherst,15,10,"05/07/2011, 16:30",9th Place Game,final
b,r,e,a,k
