title,tournament,division,published_at,url
Dartmouth vs. North Carolina (Women’s Pool Play),2019 Northwest Challenge Women’s,USAU College D-I Womens,,https://ultiworld.com/video/128513/
Whitman vs. BYU (Women’s Pool Play),2019 Northwest Challenge Women’s,USAU College D-I Womens,,https://ultiworld.com/video/128481/
UC San Diego vs. Dartmouth (Women’s Pool Play),2019 Northwest Challenge Women’s,USAU College D-I Womens,,https://ultiworld.com/video/128529/
North Carolina vs. Carleton (Men’s Pool Play),2019 Easterns,USAU College D-I Mens,,https://ultiworld.com/video/128541/
Western Washington vs. Whitman (Women’s Pool Play),2019 Northwest Challenge Women’s,USAU College D-I Womens,,https://ultiworld.com/video/128499/
Pittsburgh vs. UNC Wilmington (Men’s Pool Play),2019 Easterns,USAU College D-I Mens,,https://ultiworld.com/video/128545/
Pittsburgh vs. Oregon (Women’s Pool Play),2019 Northwest Challenge Women’s,USAU College D-I Womens,,https://ultiworld.com/video/128521/
Stanford vs. Whitman (Women’s Pool Play),2019 Northwest Challenge Women’s,USAU College D-I Womens,,https://ultiworld.com/video/128491/
North Carolina vs. Western Washington (Women’s Pool Play),2019 Northwest Challenge Women’s,USAU College D-I Womens,,https://ultiworld.com/video/128497/
Iowa State vs. Illinois State (Men’s Pool Play),2019 Huck Finn,USAU College D-I Mens,,https://ultiworld.com/video/128487/
Georgia vs. Harvard (Men’s Pool Play),2019 Easterns,USAU College D-I Mens,,https://ultiworld.com/video/128537/
Washington University vs. Illinois (Men’s Pool Play),2019 Huck Finn,USAU College D-I Mens,,https://ultiworld.com/video/128485/
Oregon vs. Minnesota (Men’s Pool Play),2019 Easterns,USAU College D-I Mens,,https://ultiworld.com/video/128543/
Oregon vs. Washington (Women’s Pool Play),2019 Northwest Challenge Women’s,USAU College D-I Womens,,https://ultiworld.com/video/128505/
UC San Diego vs. North Carolina (Women’s Pool Play),2019 Northwest Challenge Women’s,USAU College D-I Womens,,https://ultiworld.com/video/128555/
Western Washington vs. BYU (Men’s Round Robin),2019 Northwest Challenge Men’s,USAU College D-I Mens,,https://ultiworld.com/video/128519/
Washington vs. Whitman (Men’s Round Robin),2019 Northwest Challenge Men’s,USAU College D-I Mens,,https://ultiworld.com/video/128517/
Cal Poly SLO vs. BYU (Men’s Round Robin),2019 Northwest Challenge Men’s,USAU College D-I Mens,,https://ultiworld.com/video/128557/
Stanford vs. Whitman (Men’s Round Robin),2019 Northwest Challenge Men’s,USAU College D-I Mens,,https://ultiworld.com/video/128507/
Northeastern vs. Minnesota (Women’s Final),2019 Women’s Centex,USAU College D-I Womens,,https://ultiworld.com/video/128583/
Northeastern vs. Utah (Women’s Semifinal),2019 Women’s Centex,USAU College D-I Womens,,https://ultiworld.com/video/128585/
Minnesota vs. UCLA (Women’s Quarterfinal),2019 Women’s Centex,USAU College D-I Womens,,https://ultiworld.com/video/128553/
Washington University vs. Tufts (Women’s Prequarterfinal),2019 Women’s Centex,USAU College D-I Womens,,https://ultiworld.com/video/128579/
Stanford vs. British Columbia (Men’s Round Robin),2019 Northwest Challenge Men’s,USAU College D-I Mens,,https://ultiworld.com/video/128511/
Washington vs. Victoria (Men’s Round Robin),2019 Northwest Challenge Men’s,USAU College D-I Mens,,https://ultiworld.com/video/128523/
Northwestern vs. Virginia (Women’s Crossover),2019 Women’s Centex,USAU College D-I Womens,,https://ultiworld.com/video/128533/
Colorado vs. Texas (Women’s Pool Play),2019 Women’s Centex,USAU College D-I Womens,,https://ultiworld.com/video/128535/
Rip Tide vs. Warhawks (Girl’s Final),2019 Youth Club Championships,USAU Youth Club U20 Girls,,https://ultiworld.com/video/128195/
INcognito vs. Bankroll (Mixed Final),2019 Youth Club Championships,USAU Youth Club U20 Mixed,,https://ultiworld.com/video/128191/
INcognito vs. Harpoon (Mixed Semifinal),2019 Youth Club Championships,USAU Youth Club U20 Mixed,,https://ultiworld.com/video/128197/
ATLiens vs. Red Dawn (Boy’s Semifinal),2019 Youth Club Championships,USAU Youth Club U20 Boys,,https://ultiworld.com/video/128187/
BUDA vs. Swarm (Boy’s Quarterfinal),2019 Youth Club Championships,USAU Youth Club U20 Boys,,https://ultiworld.com/video/128189/
BUDA vs. Current (Girl’s Quarterfinal),2019 Youth Club Championships,USAU Youth Club U20 Girls,,https://ultiworld.com/video/128185/
Swarm vs. Cutthroat (Boy’s Prequarterfinal),2019 Youth Club Championships,USAU Youth Club U20 Boys,,https://ultiworld.com/video/128183/
BUDA vs. Tango (Girl’s Pool Play),2019 Youth Club Championships,USAU Youth Club U20 Girls,,https://ultiworld.com/video/128179/
Colorado vs. British Columbia | Women’s Prequarterfinal | Stanford Invite 2020,2020 Stanford Invite,USAU College D-I Womens,,https://ultiworld.com/video/127753/
Stanford vs. UCSB | Women’s Quarterfinal | Stanford Invite 2020,2020 Stanford Invite,USAU College D-I Womens,,https://ultiworld.com/video/127755/
Washington vs. Colorado | Women’s Pool Play | Stanford Invite 2020,2020 Stanford Invite,USAU College D-I Womens,,https://ultiworld.com/video/127757/
North Carolina vs. Pittsburgh | Men’s Final | Smoky Mountain Invite 2020,Smoky Mountain Invite 2020 (M),USAU College D-I Mens,,https://ultiworld.com/video/127773/
NC State vs. Massachusetts | Men’s Prequarterfinal | Smoky Mountain Invite 2020,Smoky Mountain Invite 2020 (M),USAU College D-I Mens,,https://ultiworld.com/video/127775/
North Carolina vs. Ohio State | Men’s Quarterfinal | Smoky Mountain Invite 2020,Smoky Mountain Invite 2020 (M),USAU College D-I Mens,,https://ultiworld.com/video/127777/
Pennsylvania vs. Harvard | Women’s Pool Play | Commonwealth Cup 2020,Commonwealth Cup 2020 (W),USAU College D-I Womens,,https://ultiworld.com/video/127779/
Brown vs. Texas | Men’s Pool Play | Smoky Mountain Invite 2020,Smoky Mountain Invite 2020 (M),USAU College D-I Mens,,https://ultiworld.com/video/127781/
Pittsburgh vs. Triangle Tourists | Women’s Quarterfinal | Commonwealth Cup 2020,Commonwealth Cup 2020 (W),USAU College D-I Womens,,https://ultiworld.com/video/127783/
Carleton vs. NC State | Men’s Pool Play | Smoky Mountain Invite 2020,Smoky Mountain Invite 2020 (M),USAU College D-I Mens,,https://ultiworld.com/video/127785/
North Carolina vs. Massachusetts | Men’s Semifinal | Smoky Mountain Invite 2020,Smoky Mountain Invite 2020 (M),USAU College D-I Mens,,https://ultiworld.com/video/127787/
Tufts vs. British Columbia | Women’s Pool Play | Stanford Invite 2020,2020 Stanford Invite,USAU College D-I Womens,,https://ultiworld.com/video/127789/
Brown vs. Michigan | Men’s Quarterfinal | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127791/
Oregon vs. Colorado | Men’s Final | Stanford Invite 2020,2020 Stanford Invite,USAU College D-I Mens,,https://ultiworld.com/video/127795/
Colorado vs. Cal Poly SLO | Men’s Semifinal | Stanford Invite 2020,2020 Stanford Invite,USAU College D-I Mens,,https://ultiworld.com/video/127797/
Carleton vs. Tufts | Women’s Final | Stanford Invite 2020,2020 Stanford Invite,USAU College D-I Womens,,https://ultiworld.com/video/127793/
Carleton vs. Colorado | Women’s Quarterfinal | Stanford Invite 2020,2020 Stanford Invite,USAU College D-I Womens,,https://ultiworld.com/video/127799/
NC State vs. Duke | Women’s Pool Play | Commonwealth Cup 2020,Commonwealth Cup 2020 (W),USAU College D-I Womens,,https://ultiworld.com/video/127801/
UCSB vs. Washington | Women’s Pool Play | Stanford Invite 2020,2020 Stanford Invite,USAU College D-I Womens,,https://ultiworld.com/video/127807/
UCLA vs. Pittsburgh | Women’s Pool Play | Stanford Invite 2020,Smoky Mountain Invite 2020 (M),USAU College D-I Womens,,https://ultiworld.com/video/127805/
Tufts vs. UCLA | Men’s Pool Play | Stanford Invite 2020,2020 Stanford Invite,USAU College D-I Mens,,https://ultiworld.com/video/127809/
California vs. British Columbia | Men’s Prequarterfinal | Stanford Invite 2020,2020 Stanford Invite,USAU College D-I Mens,,https://ultiworld.com/video/127803/
Triangle Tourists vs. Michigan | Women’s Pool Play | Commonwealth Cup 2020,Commonwealth Cup 2020 (W),USAU College D-I Womens,,https://ultiworld.com/video/127811/
UCLA vs. UCSD | Men’s Prequarterfinal | President’s Day Invite 2020,2020 President’s Day Invite,USAU College D-I Mens,,https://ultiworld.com/video/127813/
Cal Poly SLO vs. Oregon | Women’s Pool Play | President’s Day Invite 2020,2020 President’s Day Invite,USAU College D-I Womens,,https://ultiworld.com/video/127815/
Illinois vs. Oregon State | Men’s Pool Play | President’s Day Invite 2020,2020 President’s Day Invite,USAU College D-I Mens,,https://ultiworld.com/video/127817/
Missouri S&T vs. Richmond | Men’s Match Play | FCS D-III Tune Up 2020,FCS D-III Tune Up 2020,USAU College D-III Mens,,https://ultiworld.com/video/127819/
Tufts vs. Georgia Tech | Men’s Quarterfinal | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127821/
Carleton vs. Michigan | Men’s Semifinal | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127823/
Navy vs. Air Force | Men’s Match Play | FCS D-III Tune Up 2020,FCS D-III Tune Up 2020,USAU College D-III Mens,,https://ultiworld.com/video/127825/
Oberlin vs. Samford | Men’s Match Play | FCS D-III Tune Up 2020,FCS D-III Tune Up 2020,USAU College D-III Mens,,https://ultiworld.com/video/127827/
Berry vs. High Point | Men’s Match Play | FCS D-III Tune Up 2020,FCS D-III Tune Up 2020,USAU College D-III Mens,,https://ultiworld.com/video/127829/
UNC Asheville vs. Brandeis | Men’s Match Play | FCS D-III Tune Up 2020,FCS D-III Tune Up 2020,USAU College D-III Mens,,https://ultiworld.com/video/127833/
Franciscan vs. Portland | Men’s Match Play | FCS D-III Tune Up 2020,FCS D-III Tune Up 2020,USAU College D-III Mens,,https://ultiworld.com/video/127831/
Davidson vs. Messiah | Men’s Match Play | FCS D-III Tune Up 2020,FCS D-III Tune Up 2020,USAU College D-III Mens,,https://ultiworld.com/video/127835/
Northwestern vs. Vermont | Women’s Crossover | Commonwealth Cup 2020,Commonwealth Cup 2020 (W),USAU College D-I Womens,,https://ultiworld.com/video/127837/
Virginia vs. Georgia | Women’s Prequarterfinal | Commonwealth Cup 2020,Commonwealth Cup 2020 (W),USAU College D-I Womens,,https://ultiworld.com/video/127839/
Ohio State vs. Vermont | Women’s Pool Play | Commonwealth Cup 2020,Commonwealth Cup 2020 (W),USAU College D-I Womens,,https://ultiworld.com/video/127841/
North Carolina vs. Pittsburgh | Women’s Final | Commonwealth Cup 2020,Commonwealth Cup 2020 (W),USAU College D-I Womens,,https://ultiworld.com/video/127843/
Pittsburgh vs. Northeastern | Women’s Semifinal | Commonwealth Cup 2020,Commonwealth Cup 2020 (W),USAU College D-I Womens,,https://ultiworld.com/video/127845/
UCLA vs. California | Women’s Pool Play | President’s Day Invite 2020,2020 President’s Day Invite,USAU College D-I Womens,,https://ultiworld.com/video/127851/
Texas vs. Utah | Women’s Pool Play | President’s Day Invite 2020,2020 President’s Day Invite,USAU College D-I Womens,,https://ultiworld.com/video/127847/
Stanford vs. Chicago | Women’s Quarterfinal | President’s Day Invite 2020,2020 President’s Day Invite,USAU College D-I Womens,,https://ultiworld.com/video/127849/
Wisconsin vs. Auburn | Men’s Match Play | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127853/
Washington vs. Oregon | Men’s Final | President’s Day Invite 2020,2020 President’s Day Invite,USAU College D-I Mens,,https://ultiworld.com/video/127857/
Oregon vs. UCLA | Men’s Pool Play | President’s Day Invite 2020,2020 President’s Day Invite,USAU College D-I Mens,,https://ultiworld.com/video/127855/
Washington vs. Stanford | Men’s Quarterfinal | President’s Day Invite 2020,2020 President’s Day Invite,USAU College D-I Mens,,https://ultiworld.com/video/127859/
Stanford vs. UCSB | Women’s Final | President’s Day Invite 2020,2020 President’s Day Invite,USAU College D-I Womens,,https://ultiworld.com/video/127861/
Washington vs. Colorado | Men’s Pool Play | President’s Day Invite 2020,2020 President’s Day Invite,USAU College D-I Mens,,https://ultiworld.com/video/127863/
Northeastern vs. UT Dallas | Men’s Match Play | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127865/
Carleton vs. Central Florida | Men’s Match Play | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127867/
Massachusetts vs. Minnesota | Men’s Match Play | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127869/
LSU vs. Florida State | Men’s Match Play | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127871/
UCSD vs. UCSB | Women’s Semifinal | President’s Day Invite 2020,2020 President’s Day Invite,USAU College D-I Womens,,https://ultiworld.com/video/127873/
UCSD vs. Colorado | Women’s Pool Play | President’s Day Invite 2020,2020 President’s Day Invite,USAU College D-I Womens,,https://ultiworld.com/video/127875/
Harvard vs. Cincinnati | Men’s Match Play | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127877/
Georgia Tech vs. Northwestern | Men’s Match Play | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127879/
Georgia Tech vs. Texas | Men’s Semifinal | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127881/
Texas vs. Tufts | Men’s Match Play | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127883/
Texas vs. Michigan | Men’s Final | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127885/
Carleton vs. Pittsburgh | Men’s Quarterfinal | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127887/
Texas vs. Northeastern | Men’s Quarterfinal | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127889/
Michigan vs. Wisconsin | Men’s Match Play | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127891/
Brown vs. BYU | Men’s Match Play | Florida Warm Up 2020,2020 Florida Warm Up,USAU College D-I Mens,,https://ultiworld.com/video/127893/
Michigan vs. Virginia | Women’s Pool Play | Queen City Tune Up 2020,2020 Queen City Tune Up,USAU College D-I Womens,,https://ultiworld.com/video/127895/
Clemson vs. Tufts | Women’s Pool Play | Queen City Tune Up 2020,2020 Queen City Tune Up,USAU College D-I Womens,,https://ultiworld.com/video/127897/
Ohio State vs. South Carolina | Women’s Pool Play | Queen City Tune Up 2020,2020 Queen City Tune Up,USAU College D-I Womens,,https://ultiworld.com/video/127899/
Temple vs. Carnegie Mellon | Men’s Pool Play | Queen City Tune Up 2020,2020 Queen City Tune Up,USAU College D-I Mens,,https://ultiworld.com/video/127901/
Ohio State vs. Virginia | Men’s Pool Play | Queen City Tune Up 2020,2020 Queen City Tune Up,USAU College D-I Mens,,https://ultiworld.com/video/127903/
NC State vs. Georgia | Men’s Semifinal | Queen City Tune Up 2020,2020 Queen City Tune Up,USAU College D-I Mens,,https://ultiworld.com/video/127905/
Air Force vs. South Carolina | Men’s Pool Play | Carolina Kickoff 2020,2020 Carolina Kickoff,USAU College D-III Mens,,https://ultiworld.com/video/127907/
North Carolina vs. Ohio State | Women’s Semifinal | Queen City Tune Up 2020,2020 Queen City Tune Up,USAU College D-I Womens,,https://ultiworld.com/video/127911/
Air Force vs. Appalachian State | Men’s Pool Play | Carolina Kickoff 2020,2020 Carolina Kickoff,USAU College D-III Mens,,https://ultiworld.com/video/127913/
Carleton vs. North Carolina | Women’s Final | Queen City Tune Up 2020,2020 Queen City Tune Up,USAU College D-I Womens,,https://ultiworld.com/video/127909/
UNC Asheville vs. Richmond | Men’s Pool Play | Carolina Kickoff 2020,2020 Carolina Kickoff,USAU College D-III Mens,,https://ultiworld.com/video/127915/
Tennessee vs. Florida State | Men’s Crossover | Carolina Kickoff 2020,2020 Carolina Kickoff,USAU College D-I Mens,,https://ultiworld.com/video/127917/
North Carolina vs. NC State | Men’s Final | Carolina Kickoff 2020,2020 Carolina Kickoff,USAU College D-I Mens,,https://ultiworld.com/video/127919/
North Carolina vs. Kentucky | Men’s Quarterfinal | Carolina Kickoff 2020,2020 Carolina Kickoff,USAU College D-I Mens,,https://ultiworld.com/video/127921/
Indiana vs. Kentucky | Men’s Pool Play | Carolina Kickoff 2020,2020 Carolina Kickoff,USAU College D-I Mens,,https://ultiworld.com/video/127923/
NC State vs. UNC Wilmington | Men’s Semifinal | Carolina Kickoff 2020,2020 Carolina Kickoff,USAU College D-I Mens,,https://ultiworld.com/video/127925/
Washington vs. Utah | Men’s Pool Play | Santa Barbara Invite 2020,2020 Santa Barbara Invite,USAU College D-I Mens,,https://ultiworld.com/video/127927/
Kentucky vs. Florida State | Men’s Pool Play | Carolina Kickoff 2020,2020 Carolina Kickoff,USAU College D-I Mens,,https://ultiworld.com/video/127931/
UNC Charlotte vs. Appalachian State | Men’s Pool Play | Carolina Kickoff 2020,2020 Carolina Kickoff,USAU College D-I Mens,,https://ultiworld.com/video/127933/
Northeastern vs. Stanford | Women’s Pool Play | Santa Barbara Invite 2020,2020 Santa Barbara Invite,USAU College D-I Womens,,https://ultiworld.com/video/127935/
Dartmouth vs. Tulane | Men’s Pool Play | Santa Barbara Invite 2020,2020 Santa Barbara Invite,USAU College D-I Mens,,https://ultiworld.com/video/127937/
BYU vs. UCSB | Women’s Pool Play | Santa Barbara Invite 2020,2020 Santa Barbara Invite,USAU College D-I Womens,,https://ultiworld.com/video/127939/
BYU vs. Cal Poly SLO | Men’s Pool Play | Santa Barbara Invite 2020,2020 Santa Barbara Invite,USAU College D-I Mens,,https://ultiworld.com/video/127941/
Cal Poly SLO vs. Washington | Men’s Final | Santa Barbara Invite 2020,2020 Santa Barbara Invite,USAU College D-I Mens,,https://ultiworld.com/video/127943/
UCSD vs. UCLA | Women’s Final | Santa Barbara Invite 2020,2020 Santa Barbara Invite,USAU College D-I Womens,,https://ultiworld.com/video/127945/
Western Washington vs. Georgia | Women’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127015/
Georgia vs. Ohio | Women’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127017/
Carleton vs. Vermont | Women’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127019/
Oklahoma Christian vs. Whitman | Men’s Quarterfinal,2021 D-I & D-III College Championships,USAU College D-III Mens,,https://ultiworld.com/video/127021/
Truman State vs. Vassar | Women’s Quarterfinal,2021 D-I & D-III College Championships,USAU College D-III Womens,,https://ultiworld.com/video/127023/
Texas vs. UC Davis | Women’s Prequarterfinal,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127025/
UCSB vs. Texas | Women’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127027/
Virginia vs. SUNY Binghamton | Women’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127029/
Truman State vs. Middlebury | Women’s Semifinal,2021 D-I & D-III College Championships,USAU College D-III Womens,,https://ultiworld.com/video/127031/
St. Olaf vs. Middlebury | Men’s Semifinal,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127033/
North Carolina vs. UCSD | Women’s Quarterfinal,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127037/
Carleton vs. Pittsburgh | Women’s Quarterfinal,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127035/
Virginia vs. Chicago | Women’s Prequarterfinal,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127039/
Colorado vs. Cal Poly-SLO | Men’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127041/
Michigan vs. Washington | Men’s Quarterfinal,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127043/
UCSB vs. Virginia | Women’s Quarterfinal,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127045/
UCSD vs. Vermont | Women’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127049/
Middlebury vs. Union | Women’s Quarterfinal,2021 D-I & D-III College Championships,USAU College D-III Womens,,https://ultiworld.com/video/127047/
Washington vs. Colorado | Women’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127051/
Pittsburgh vs. Michigan | Women’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127055/
North Carolina vs. W. Washington | Women’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127053/
Colorado vs. North Carolina | Men’s Quarterfinal,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127057/
Tulane vs. NC State | Men’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127059/
Richmond vs. Oklahoma Christian | Men’s Semifinal,2021 D-I & D-III College Championships,USAU College D-III Mens,,https://ultiworld.com/video/127061/
Middlebury vs. Portland | Women’s Final,2021 D-I & D-III College Championships,USAU College D-III Womens,,https://ultiworld.com/video/127065/
Middlebury vs. Oklahoma Christian | Men’s Final,2021 D-I & D-III College Championships,USAU College D-III Mens,,https://ultiworld.com/video/127063/
Carleton vs. Portland | Women’s Semifinal,2021 D-I & D-III College Championships,USAU College D-III Womens,,https://ultiworld.com/video/127067/
NC State vs. Michigan | Men’s Prequarterfinal,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127069/
Pittsburgh vs. Brown | Men’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127071/
Texas vs. Wisconsin | Men’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127073/
Texas vs. Georgia | Men’s Quarterfinal,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127075/
North Carolina vs. Michigan | Men’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127077/
Georgia vs. Cal Poly-SLO | Men’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127079/
Brown vs. Cal Poly-SLO  | Men’s Quarterfinal,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127081/
Richmond vs. Berry | Men’s Quarterfinal,2021 D-I & D-III College Championships,USAU College D-III Mens,,https://ultiworld.com/video/127083/
Washington vs. UC-Davis | Women’s Quarterfinal,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127085/
North Carolina vs. Texas | Men’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127087/
Michigan vs. Wisconsin | Men’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127089/
Cornell vs. Ohio State | Men’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Mens,,https://ultiworld.com/video/127091/
UCSD vs. Chicago | Women’s Pool Play,2021 D-I & D-III College Championships,USAU College D-I Womens,,https://ultiworld.com/video/127093/
UCSB vs. Stanford | Women’s Semifinal,2021 Fall College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/127095/
Georgia vs. Tulane | Men’s Final,2021 Fall College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/127097/
Georgia vs. Florida | Women’s Final,2021 Fall College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/127099/
Tulane vs. Florida | Men’s 2nd Place Final,2021 Fall College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/127101/
Florida vs. Florida State | Women’s Semifinal,2021 Fall College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/127103/
Penn vs. Ohio | Women’s Semifinal,2021 Fall College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/127105/
Ohio vs. Ohio State | Women’s 3rd Place Final,2021 Fall College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/127107/
Washington vs W. Washington | Women’s Final,2021 Fall College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/127109/
W. Washington vs. Utah | Women’s 2nd Place Final,2021 Fall College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/127111/
UCLA vs. UC Davis | Women’s 3rd Place Final,2021 Fall College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/127113/
Stanford vs. UCSD | Men’s 2nd Place Final,2021 Fall College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/127115/
Cal Poly-SLO vs. Stanford | Men’s Final,2021 Fall College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/127117/
UCSB vs. UCSD | Women’s Final,2021 Fall College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/127119/
UC Davis vs. UCSD | Women’s Semifinal,2021 Fall College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/127121/
Northeastern vs. Tufts | Men’s 2nd Place Final,2021 Fall College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/127123/
Brown vs. Northeastern | Men’s Final,2021 Fall College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/127125/
Utah State vs. Utah | Men’s 2nd Place Final,2021 Fall College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/127129/
Yale vs. SUNY-Binghamton | Women’s Final,2021 Fall College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/127131/
Cornell vs. Rutgers | Men’s Final,2021 Fall College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/127133/
Dig vs. Sprout | Men’s Semifinal,Club Regionals,USAU College D-I Mens,,https://ultiworld.com/video/127263/
Love Tractor vs. Sprocket | Mixed Prequarterfinal,2021 Club Championships,USAU Club Mixed,,https://ultiworld.com/video/127127/
Ring of Fire vs. Chain Lightning | Men’s Quarterfinal,2021 Club Championships,USAU Club Mens,,https://ultiworld.com/video/127135/
Love Tractor vs. Lawless | Mixed Pool Play,2021 Club Championships,USAU Club Mixed,,https://ultiworld.com/video/127137/
M’kay vs. HeyDay | Mixed Quarterfinal,Club Regionals,USAU Club Mixed,,https://ultiworld.com/video/127139/
Tabby Rosa vs. Ozone | Women’s Pool Play,Club Regionals,USAU Club Womens,,https://ultiworld.com/video/127141/
Drag’n Thrust vs. Mixtape | Mixed Quarterfinal,2021 Club Championships,USAU Club Mixed,,https://ultiworld.com/video/127143/
Space Force vs. Malice in Wonderland | Mixed Pool Play,Club Regionals,USAU Club Mixed,,https://ultiworld.com/video/127145/
Sorta vs. Moondog | Mixed Preliminary Bracket,Club Regionals,USAU Club Mixed,,https://ultiworld.com/video/127147/
Sockeye vs. Rhino Slam! | Men’s 3rd Place Final,2021 Club Championships,USAU Club Mens,,https://ultiworld.com/video/127149/
NOISE vs. Mixtape | Mixed 3rd Place Final,2021 Club Championships,USAU Club Mixed,,https://ultiworld.com/video/127151/
Phoenix vs. Molly Brown | Women’s 3rd Place Final,2021 Club Championships,USAU Club Womens,,https://ultiworld.com/video/127153/
Parcha vs. Traffic | Women’s Pool Play,2021 Club Championships,USAU Club Womens,,https://ultiworld.com/video/127155/
‘Shine vs. Lawless | Mixed Pool Play,2021 Club Championships,USAU Club Mixed,,https://ultiworld.com/video/127157/
PoNY vs. Machine | Men’s Quarterfinal,2021 Club Championships,USAU Club Mens,,https://ultiworld.com/video/127161/
Mixtape vs. BFG | Mixed Semifinal,2021 Club Championships,USAU Club Mixed,,https://ultiworld.com/video/127165/
